c Esto es un archivo con instancias para grafos. 
p did 100 9077
e 10 82 59 7
e 30 11 46 36
e 80 98 98 87
e 90 100 4 59
e 23 65 52 24
e 48 42 99 85
e 21 85 69 37
e 48 38 77 71
e 89 27 32 55
e 64 69 39 95
e 72 92 61 3
e 26 43 95 78
e 70 35 26 48
e 74 92 44 43
e 45 50 77 55
e 10 77 73 89
e 36 97 32 64
e 38 78 89 84
e 20 50 92 51
e 22 4 46 26
e 19 77 95 11
e 84 12 48 63
e 58 33 37 27
e 41 61 1 40
e 25 41 57 27
e 9 19 1 78
e 58 91 61 89
e 23 7 63 75
e 77 82 77 39
e 97 57 2 27
e 9 69 12 15
e 33 67 37 60
e 94 18 15 16
e 49 36 61 22
e 63 97 92 51
e 83 48 2 1
e 58 12 96 80
e 95 47 71 44
e 50 67 57 79
e 66 42 72 76
e 11 63 66 10
e 12 28 65 81
e 47 94 13 37
e 15 68 69 2
e 19 76 18 40
e 19 45 53 89
e 26 10 65 40
e 85 25 78 90
e 11 84 26 38
e 49 9 26 23
e 62 54 80 17
e 96 52 50 1
e 44 2 55 83
e 41 36 75 45
e 25 70 12 96
e 54 42 41 40
e 49 78 2 60
e 56 40 45 90
e 28 18 85 24
e 88 69 63 16
e 97 55 85 93
e 92 17 7 77
e 91 39 94 83
e 21 25 58 31
e 51 85 62 71
e 39 26 16 86
e 99 86 7 83
e 39 20 61 13
e 60 16 10 30
e 88 59 7 49
e 74 93 98 42
e 85 47 56 40
e 99 14 57 88
e 8 31 60 78
e 12 64 49 19
e 76 6 47 82
e 46 94 41 90
e 43 77 64 18
e 38 96 53 98
e 42 41 22 82
e 48 35 61 88
e 48 14 54 34
e 28 84 74 97
e 30 34 55 10
e 83 89 45 52
e 22 21 71 3
e 70 76 36 62
e 18 12 11 10
e 50 27 57 75
e 23 99 61 6
e 2 13 87 52
e 45 71 4 74
e 63 66 14 43
e 100 37 99 43
e 91 2 45 40
e 55 79 36 50
e 45 37 48 91
e 99 80 98 85
e 22 25 16 39
e 8 13 14 40
e 45 34 8 69
e 94 22 30 64
e 12 62 58 27
e 92 5 2 74
e 20 34 83 64
e 87 6 78 18
e 82 51 12 21
e 95 50 44 44
e 98 1 29 89
e 95 81 1 61
e 51 16 6 62
e 31 17 3 100
e 78 43 17 82
e 86 84 24 77
e 27 74 82 66
e 54 43 31 10
e 37 52 24 24
e 18 17 82 28
e 51 11 80 64
e 68 80 73 2
e 61 57 63 84
e 27 51 73 96
e 63 75 40 31
e 42 63 38 9
e 91 35 16 24
e 97 86 17 86
e 60 66 77 11
e 55 88 26 24
e 44 16 85 8
e 8 14 23 42
e 86 80 22 37
e 24 86 40 17
e 82 79 69 83
e 54 33 68 17
e 44 58 98 59
e 71 83 61 36
e 94 8 87 83
e 2 53 42 43
e 54 32 97 89
e 56 55 1 36
e 55 64 86 69
e 96 66 35 95
e 55 48 81 7
e 11 32 52 65
e 78 53 64 76
e 87 67 13 63
e 2 50 53 15
e 95 54 75 41
e 7 76 67 37
e 50 48 92 62
e 49 1 11 51
e 11 13 46 55
e 82 68 62 70
e 17 93 26 93
e 94 60 56 75
e 18 4 50 39
e 47 37 41 17
e 5 9 27 14
e 79 97 5 100
e 100 36 82 96
e 19 32 34 73
e 17 94 17 39
e 50 51 95 23
e 9 92 44 14
e 98 81 53 41
e 70 84 8 57
e 96 21 30 28
e 35 37 66 36
e 100 21 6 36
e 32 46 96 99
e 79 9 11 77
e 50 83 27 45
e 76 67 13 91
e 35 89 44 35
e 73 38 98 25
e 20 1 91 49
e 89 28 84 65
e 90 27 88 81
e 75 1 64 100
e 68 98 56 46
e 10 20 15 88
e 79 5 30 85
e 51 76 60 7
e 4 57 80 86
e 59 54 81 89
e 65 75 56 99
e 66 3 67 72
e 6 17 60 57
e 72 73 7 15
e 18 51 69 96
e 89 82 75 31
e 12 17 7 7
e 86 13 59 0
e 81 4 17 40
e 48 83 84 8
e 66 67 90 11
e 92 59 9 71
e 93 87 44 96
e 55 20 91 4
e 90 52 3 2
e 10 43 34 81
e 41 16 64 12
e 100 45 42 85
e 33 12 100 71
e 37 96 11 63
e 43 95 90 2
e 30 63 56 86
e 2 82 5 72
e 56 85 97 80
e 86 49 38 64
e 4 19 28 91
e 33 16 52 100
e 71 78 69 92
e 93 30 28 77
e 43 6 46 4
e 85 81 61 13
e 1 24 88 11
e 71 6 2 100
e 19 13 18 7
e 38 63 49 50
e 56 97 60 1
e 56 73 84 57
e 58 95 7 61
e 85 34 76 6
e 99 13 37 52
e 34 97 29 63
e 78 24 84 51
e 33 86 100 27
e 51 34 30 81
e 98 17 12 51
e 34 84 32 85
e 37 97 72 90
e 80 44 75 1
e 82 46 38 91
e 35 39 45 37
e 21 12 9 95
e 77 100 49 47
e 36 3 76 3
e 54 78 72 85
e 57 50 24 32
e 94 80 63 48
e 58 55 93 70
e 81 35 2 55
e 4 33 8 97
e 17 96 95 0
e 75 90 5 32
e 43 3 85 93
e 46 24 38 75
e 84 17 96 53
e 62 70 58 24
e 21 62 24 78
e 94 91 69 98
e 26 12 55 14
e 13 60 47 55
e 30 62 27 69
e 57 84 61 60
e 39 33 95 10
e 45 30 80 96
e 52 99 30 47
e 17 81 47 95
e 98 7 6 36
e 78 36 17 87
e 33 47 15 25
e 25 77 4 23
e 80 41 97 4
e 34 28 86 40
e 5 31 4 10
e 61 73 96 54
e 75 15 48 16
e 24 76 75 86
e 36 71 68 4
e 42 58 9 39
e 70 72 50 48
e 32 19 28 1
e 100 49 95 97
e 6 48 84 63
e 92 15 18 70
e 77 79 69 17
e 39 96 79 85
e 59 87 80 80
e 57 19 52 85
e 31 49 24 46
e 61 70 4 37
e 1 4 29 24
e 54 65 54 7
e 75 86 0 54
e 62 43 68 82
e 52 57 71 2
e 80 58 58 53
e 82 6 31 63
e 21 12 25 34
e 99 16 44 63
e 18 2 68 63
e 99 75 12 59
e 72 87 57 15
e 13 2 7 56
e 94 59 89 48
e 45 57 35 34
e 18 53 8 44
e 24 29 54 62
e 29 99 61 52
e 53 56 76 49
e 9 80 19 21
e 25 91 28 5
e 4 63 40 16
e 19 87 100 36
e 47 28 18 38
e 70 11 78 89
e 22 100 17 85
e 88 20 49 92
e 49 81 81 88
e 50 96 89 53
e 94 76 36 11
e 82 51 42 17
e 89 80 32 12
e 30 71 81 69
e 88 29 68 20
e 36 87 14 76
e 43 82 2 58
e 16 19 69 41
e 36 49 95 37
e 27 79 87 81
e 68 81 10 26
e 36 97 52 6
e 13 65 7 8
e 21 72 80 75
e 16 24 81 95
e 41 47 46 24
e 48 52 75 46
e 10 57 81 93
e 38 9 55 67
e 77 92 5 55
e 20 41 23 14
e 58 70 67 13
e 82 59 93 92
e 36 80 36 24
e 19 47 100 86
e 45 12 86 98
e 80 69 94 51
e 30 60 68 71
e 70 82 78 96
e 20 24 16 98
e 98 62 81 31
e 43 71 81 53
e 34 45 82 9
e 12 33 94 37
e 100 21 33 46
e 70 77 50 86
e 84 24 71 22
e 35 65 48 7
e 67 32 32 77
e 40 8 89 17
e 11 65 48 10
e 70 18 11 44
e 86 79 23 41
e 7 32 95 50
e 4 26 13 41
e 27 81 87 98
e 42 49 49 86
e 17 35 36 26
e 74 35 61 40
e 61 55 35 16
e 38 74 24 35
e 60 64 80 20
e 58 54 44 86
e 36 67 86 64
e 11 51 91 57
e 95 3 98 69
e 72 74 9 91
e 3 48 11 13
e 57 26 83 19
e 19 50 90 25
e 79 26 55 54
e 71 68 4 42
e 91 12 53 24
e 40 60 82 50
e 46 30 15 55
e 30 56 58 60
e 54 32 38 37
e 39 77 45 50
e 3 47 78 73
e 51 24 13 97
e 2 4 64 65
e 7 60 1 3
e 67 59 41 32
e 86 12 13 12
e 22 76 3 65
e 21 73 27 49
e 23 83 45 83
e 3 93 12 49
e 74 42 81 72
e 31 19 88 42
e 28 48 60 28
e 59 80 28 56
e 70 60 62 71
e 1 9 93 85
e 19 71 18 45
e 66 31 27 90
e 19 13 28 77
e 11 18 42 9
e 96 91 17 80
e 46 28 70 91
e 22 72 56 3
e 11 47 82 19
e 9 87 76 3
e 75 17 82 67
e 49 57 83 38
e 37 44 27 84
e 66 43 47 78
e 85 30 52 10
e 43 8 100 19
e 72 63 15 71
e 23 94 9 78
e 60 15 1 11
e 46 40 98 53
e 9 27 10 45
e 48 39 99 65
e 93 4 55 75
e 34 85 58 6
e 11 30 82 16
e 48 94 15 11
e 60 24 0 16
e 83 32 28 56
e 15 41 90 3
e 67 22 17 19
e 33 3 1 47
e 85 91 23 37
e 98 48 90 90
e 5 42 30 61
e 83 47 16 3
e 50 72 46 44
e 75 4 72 27
e 87 24 24 20
e 14 53 13 61
e 43 77 26 0
e 81 4 69 73
e 70 100 16 96
e 35 91 50 7
e 88 15 93 80
e 22 94 16 11
e 24 33 24 64
e 46 95 21 69
e 71 23 24 25
e 94 81 65 16
e 33 73 38 29
e 91 23 28 65
e 93 80 54 4
e 17 76 37 0
e 40 43 82 52
e 47 92 15 24
e 52 33 28 35
e 55 47 19 80
e 72 27 99 46
e 12 65 29 38
e 1 38 16 25
e 16 39 60 77
e 2 95 55 26
e 40 72 16 86
e 75 15 92 59
e 13 20 51 58
e 55 78 82 7
e 21 72 39 57
e 53 67 39 48
e 23 95 91 85
e 27 67 91 47
e 10 39 13 44
e 41 4 55 99
e 41 40 6 79
e 41 88 90 23
e 94 70 34 44
e 87 32 20 91
e 37 92 22 4
e 72 92 21 77
e 22 17 64 1
e 84 96 27 15
e 80 15 18 87
e 41 69 57 4
e 52 60 27 15
e 4 30 18 89
e 21 11 76 58
e 94 22 37 68
e 11 86 53 91
e 81 55 90 23
e 97 48 18 75
e 61 90 46 52
e 76 1 69 82
e 45 13 49 13
e 49 7 40 56
e 32 81 36 61
e 52 100 60 26
e 60 54 49 78
e 70 65 93 51
e 51 44 74 97
e 28 35 46 6
e 30 88 97 85
e 85 59 30 31
e 12 6 72 82
e 47 60 89 14
e 14 41 19 57
e 85 35 83 90
e 61 97 100 8
e 57 36 18 30
e 89 19 87 24
e 92 69 18 46
e 43 39 45 45
e 56 8 21 55
e 87 68 74 80
e 44 91 10 33
e 77 82 44 31
e 67 16 68 46
e 98 84 8 82
e 66 65 0 86
e 88 18 94 39
e 60 2 9 6
e 97 78 52 50
e 56 79 8 29
e 84 95 98 100
e 30 84 49 61
e 22 43 91 69
e 97 10 35 53
e 67 33 31 16
e 79 94 48 96
e 6 38 54 18
e 38 53 17 70
e 46 74 83 94
e 73 68 34 89
e 4 75 90 89
e 89 65 97 45
e 12 64 3 76
e 14 83 96 57
e 31 44 26 86
e 80 22 8 77
e 36 59 93 89
e 4 99 98 29
e 35 19 4 69
e 32 55 62 75
e 12 75 0 0
e 23 22 55 56
e 70 44 69 31
e 32 17 19 16
e 27 14 68 41
e 17 96 17 38
e 86 55 68 8
e 64 61 82 43
e 28 32 83 48
e 79 24 55 23
e 78 1 20 13
e 42 92 91 81
e 83 99 59 76
e 7 18 17 12
e 38 72 15 58
e 32 56 58 83
e 69 45 62 8
e 72 8 10 66
e 12 37 91 76
e 16 84 30 15
e 25 65 83 76
e 99 64 80 67
e 19 51 92 84
e 82 79 76 68
e 57 33 38 21
e 29 28 33 69
e 71 73 68 54
e 43 77 59 43
e 66 89 4 49
e 68 93 71 64
e 60 69 23 56
e 80 31 96 76
e 53 14 99 23
e 50 92 3 22
e 98 87 7 47
e 91 31 19 46
e 41 54 80 18
e 27 26 3 49
e 92 80 76 2
e 78 3 72 62
e 42 89 48 15
e 43 24 76 17
e 48 58 69 71
e 100 75 71 99
e 57 55 73 87
e 96 35 81 7
e 70 58 92 65
e 60 53 26 96
e 18 57 20 37
e 27 28 67 73
e 46 55 69 18
e 73 12 51 10
e 53 47 27 85
e 91 23 21 49
e 89 85 37 47
e 91 27 33 97
e 37 64 27 31
e 11 59 86 33
e 31 78 83 5
e 26 1 17 34
e 7 24 70 86
e 14 61 74 32
e 65 98 18 12
e 14 12 58 94
e 81 62 24 46
e 9 13 57 4
e 8 65 40 44
e 6 66 5 8
e 13 54 65 47
e 71 13 18 16
e 73 29 93 50
e 30 35 13 61
e 36 16 13 100
e 88 84 67 96
e 8 6 40 12
e 28 98 55 71
e 87 77 51 74
e 11 26 62 23
e 38 97 14 30
e 15 91 72 60
e 60 13 85 54
e 6 62 24 52
e 71 23 100 93
e 63 8 55 70
e 52 80 71 59
e 33 52 5 2
e 20 100 9 33
e 73 55 81 27
e 52 45 68 95
e 58 27 75 24
e 70 87 60 83
e 44 97 33 41
e 91 69 32 56
e 17 85 21 31
e 35 20 27 87
e 72 62 11 72
e 8 87 50 32
e 71 9 24 30
e 25 60 34 10
e 82 25 3 26
e 69 29 32 87
e 10 55 85 97
e 56 70 84 22
e 80 34 41 7
e 35 10 82 98
e 4 20 97 82
e 13 65 53 70
e 34 12 90 65
e 62 94 13 37
e 11 33 0 21
e 66 50 99 24
e 41 78 0 81
e 74 55 58 87
e 50 96 72 97
e 70 44 75 80
e 49 35 46 8
e 87 60 86 18
e 34 93 79 56
e 90 19 27 4
e 91 43 52 95
e 86 57 60 30
e 59 61 82 95
e 16 76 47 78
e 18 77 97 37
e 57 10 51 25
e 76 52 38 39
e 14 53 63 63
e 78 15 44 87
e 14 46 18 25
e 84 37 25 51
e 79 82 1 65
e 47 96 36 24
e 60 14 5 82
e 12 80 87 68
e 24 38 19 18
e 30 58 68 41
e 24 61 46 96
e 27 47 81 47
e 86 42 99 12
e 61 88 24 80
e 100 10 87 30
e 47 100 69 71
e 81 54 82 44
e 24 18 32 46
e 43 78 52 22
e 76 68 36 25
e 60 63 70 45
e 21 27 67 86
e 92 89 92 41
e 86 12 20 73
e 37 24 24 80
e 10 11 96 39
e 84 87 70 13
e 76 40 6 19
e 6 48 83 27
e 42 23 38 58
e 2 46 70 21
e 55 36 75 26
e 68 56 65 92
e 74 57 70 4
e 51 11 56 81
e 15 1 64 70
e 79 96 13 49
e 17 61 49 55
e 69 79 37 36
e 35 84 15 22
e 29 88 20 35
e 87 75 40 28
e 48 66 59 36
e 47 16 83 45
e 15 99 10 100
e 87 10 40 23
e 22 51 71 20
e 54 50 16 29
e 37 55 73 87
e 10 91 43 71
e 67 43 52 51
e 82 40 18 56
e 11 59 53 77
e 47 19 11 14
e 45 100 72 53
e 36 59 60 77
e 61 76 65 71
e 89 2 74 97
e 26 19 73 54
e 71 83 75 46
e 19 35 77 63
e 41 55 38 76
e 7 65 61 70
e 2 57 69 16
e 65 92 62 4
e 74 58 1 74
e 32 68 96 18
e 2 38 75 44
e 97 83 13 76
e 35 61 14 41
e 45 54 72 72
e 86 10 34 15
e 76 44 24 40
e 37 93 89 72
e 37 89 46 31
e 38 75 71 4
e 14 2 94 60
e 6 83 58 42
e 76 78 81 81
e 62 77 40 86
e 87 73 15 48
e 38 65 79 32
e 50 46 10 86
e 9 32 67 31
e 70 64 96 17
e 74 59 68 91
e 74 4 19 61
e 68 91 31 44
e 98 4 0 97
e 24 15 8 40
e 71 54 63 64
e 82 9 45 28
e 87 75 47 51
e 86 58 31 82
e 57 43 40 91
e 40 3 97 64
e 47 69 6 27
e 89 71 60 6
e 69 70 48 85
e 34 86 57 41
e 13 59 80 67
e 70 80 72 60
e 7 79 56 15
e 47 55 94 42
e 92 26 73 53
e 73 79 14 70
e 58 97 9 71
e 34 7 12 44
e 75 67 4 72
e 98 25 94 55
e 50 93 36 44
e 96 86 95 20
e 83 96 34 23
e 71 13 50 4
e 83 33 5 11
e 59 42 26 10
e 36 63 58 17
e 78 50 29 58
e 40 75 40 50
e 65 66 11 64
e 13 80 47 96
e 53 1 35 27
e 24 12 99 56
e 99 29 65 47
e 42 46 17 92
e 55 11 50 20
e 36 5 35 75
e 57 32 84 88
e 97 65 39 66
e 80 24 17 93
e 87 22 29 46
e 69 99 1 34
e 12 3 62 36
e 94 52 43 0
e 27 59 79 86
e 45 60 1 6
e 46 63 35 24
e 61 75 78 64
e 68 16 85 22
e 52 1 90 46
e 61 98 66 68
e 70 38 35 61
e 52 14 75 48
e 92 22 29 36
e 73 51 43 4
e 12 38 49 86
e 69 12 91 35
e 83 8 18 99
e 99 90 84 36
e 16 21 72 80
e 89 78 62 22
e 44 47 78 100
e 57 24 88 42
e 38 95 20 56
e 7 10 93 70
e 8 78 20 93
e 47 82 69 65
e 1 45 30 3
e 50 49 30 16
e 3 87 73 88
e 44 72 98 48
e 88 91 84 69
e 47 46 72 24
e 24 44 77 60
e 29 20 92 71
e 84 95 78 95
e 22 97 14 45
e 79 42 36 39
e 63 80 54 31
e 91 89 24 22
e 7 17 68 53
e 60 28 64 56
e 66 14 64 10
e 31 7 88 21
e 47 36 53 84
e 91 11 58 57
e 90 64 35 19
e 71 11 95 60
e 1 14 50 100
e 79 41 85 19
e 73 34 22 83
e 74 52 81 25
e 47 78 7 27
e 51 58 2 35
e 35 59 9 90
e 92 6 51 46
e 37 74 42 21
e 88 66 25 71
e 21 99 44 18
e 30 86 79 14
e 26 44 84 45
e 51 46 78 18
e 32 66 4 14
e 83 39 71 95
e 58 57 51 25
e 10 60 70 81
e 100 25 2 75
e 67 61 90 80
e 46 91 100 98
e 26 41 12 9
e 13 74 43 64
e 25 69 79 48
e 100 11 1 37
e 20 34 27 54
e 90 12 44 3
e 24 62 96 78
e 59 83 29 48
e 12 82 75 25
e 85 64 66 93
e 79 59 69 70
e 66 35 57 68
e 73 78 8 99
e 40 100 89 27
e 18 61 22 81
e 58 59 59 74
e 33 60 23 85
e 42 48 28 10
e 2 21 44 56
e 30 51 98 47
e 76 35 3 76
e 77 99 37 46
e 8 89 45 69
e 3 17 98 6
e 81 78 44 86
e 46 27 83 42
e 26 73 92 15
e 19 40 29 19
e 40 70 98 98
e 32 94 92 71
e 4 22 58 7
e 70 18 59 16
e 30 81 78 77
e 26 62 75 14
e 50 31 62 52
e 40 30 89 71
e 50 42 96 5
e 2 6 43 95
e 90 79 52 23
e 12 88 6 89
e 41 69 14 77
e 29 1 1 46
e 49 59 14 73
e 4 36 0 33
e 49 24 96 0
e 31 39 84 34
e 2 44 87 75
e 18 33 44 70
e 9 51 10 81
e 100 28 16 30
e 48 99 92 20
e 26 42 98 1
e 52 8 86 97
e 64 58 21 13
e 39 46 24 46
e 80 36 33 30
e 82 22 22 73
e 14 85 12 20
e 97 99 84 80
e 47 71 6 47
e 41 36 10 45
e 19 94 61 79
e 45 5 84 40
e 5 6 89 38
e 75 83 52 18
e 30 27 64 30
e 42 69 15 61
e 9 53 29 84
e 95 34 32 6
e 63 99 83 30
e 16 99 37 45
e 37 97 57 40
e 23 69 33 69
e 30 45 44 56
e 79 44 50 51
e 17 45 10 28
e 44 16 73 77
e 72 76 93 57
e 89 31 16 18
e 61 69 51 71
e 58 7 79 12
e 78 93 47 12
e 58 32 51 72
e 80 52 43 31
e 53 82 2 87
e 90 65 50 30
e 41 3 19 54
e 21 29 59 10
e 56 88 63 20
e 86 97 4 68
e 14 4 13 55
e 91 24 77 58
e 98 81 15 92
e 6 53 1 10
e 83 11 82 23
e 54 21 70 29
e 42 21 71 83
e 13 20 54 39
e 56 71 51 59
e 27 95 22 16
e 42 44 39 6
e 53 20 76 47
e 38 62 10 20
e 53 21 57 19
e 14 74 13 40
e 97 71 44 7
e 98 77 63 1
e 18 66 31 25
e 28 95 95 66
e 27 68 14 34
e 58 100 20 40
e 61 6 7 40
e 92 55 15 59
e 23 91 56 67
e 74 49 39 86
e 96 25 79 49
e 18 68 99 38
e 61 77 61 67
e 55 41 11 62
e 35 23 71 49
e 47 49 58 52
e 68 52 82 45
e 30 52 35 90
e 66 14 50 53
e 27 31 14 79
e 35 45 83 4
e 98 79 50 74
e 65 63 100 99
e 66 40 23 26
e 51 73 2 27
e 76 9 29 18
e 76 96 6 41
e 70 45 29 57
e 25 35 4 86
e 40 27 26 71
e 9 42 88 12
e 6 8 25 11
e 77 33 56 81
e 77 94 65 61
e 34 21 94 57
e 14 78 99 61
e 33 24 52 8
e 71 58 7 81
e 45 29 58 40
e 94 43 58 13
e 30 14 74 38
e 35 52 59 79
e 95 12 7 8
e 4 85 69 53
e 87 24 61 29
e 65 56 100 24
e 34 49 95 55
e 61 15 10 39
e 1 96 73 79
e 31 48 96 53
e 67 19 55 23
e 88 4 87 90
e 5 99 48 85
e 28 5 59 42
e 66 30 72 49
e 15 62 7 89
e 24 43 51 32
e 79 80 44 17
e 40 69 92 52
e 24 4 55 15
e 39 53 46 79
e 99 39 32 43
e 92 43 66 65
e 62 67 50 30
e 20 7 45 34
e 60 12 56 63
e 48 4 56 81
e 92 88 15 37
e 86 17 50 56
e 99 1 72 11
e 45 14 73 4
e 90 59 7 35
e 67 95 18 84
e 30 88 37 70
e 73 27 99 14
e 44 79 24 13
e 4 83 62 94
e 1 42 30 20
e 51 35 33 63
e 19 6 39 19
e 80 6 96 41
e 51 31 53 77
e 42 7 0 37
e 76 63 69 13
e 46 41 63 37
e 54 65 47 77
e 59 4 30 41
e 3 44 20 88
e 86 97 19 39
e 47 35 85 6
e 94 66 73 100
e 92 39 5 52
e 40 17 39 45
e 100 42 65 33
e 15 67 93 65
e 52 76 3 39
e 10 9 29 43
e 55 23 5 55
e 64 76 31 21
e 27 81 80 44
e 46 76 0 80
e 68 94 97 68
e 50 19 83 27
e 69 13 52 63
e 65 46 54 86
e 32 69 8 72
e 82 55 35 61
e 24 73 100 8
e 34 3 11 69
e 11 35 40 10
e 16 2 30 46
e 42 65 73 59
e 40 65 11 93
e 76 17 54 50
e 83 69 77 74
e 82 84 29 11
e 93 21 76 37
e 23 69 8 73
e 98 64 61 79
e 52 94 59 61
e 30 43 6 0
e 32 41 85 36
e 66 95 42 25
e 13 41 41 42
e 91 85 77 3
e 93 69 18 54
e 11 15 58 9
e 33 1 1 79
e 92 22 15 50
e 22 6 48 58
e 39 80 96 42
e 40 15 77 40
e 91 31 34 59
e 12 52 81 38
e 96 17 40 18
e 92 73 55 46
e 77 58 19 6
e 18 99 20 52
e 29 11 98 7
e 38 21 6 95
e 28 84 94 70
e 29 20 79 70
e 34 92 75 38
e 99 70 1 35
e 80 94 50 20
e 85 12 46 30
e 3 22 51 24
e 36 98 52 19
e 83 49 37 94
e 88 42 63 80
e 5 35 5 75
e 36 92 90 45
e 68 14 45 9
e 61 92 77 24
e 81 39 95 68
e 12 100 47 38
e 78 40 48 40
e 6 11 36 36
e 99 7 46 99
e 52 55 63 17
e 47 67 45 28
e 41 38 79 87
e 49 42 23 44
e 90 76 14 48
e 47 10 48 41
e 49 1 39 14
e 22 77 30 79
e 63 2 35 88
e 78 90 99 99
e 64 8 56 73
e 61 54 96 94
e 27 10 94 31
e 48 20 39 60
e 76 65 86 10
e 72 74 60 28
e 67 49 60 73
e 81 93 49 7
e 53 86 27 74
e 11 74 99 61
e 93 67 67 70
e 70 1 2 93
e 49 57 98 45
e 27 20 67 1
e 13 43 57 6
e 40 42 29 37
e 82 98 6 35
e 26 52 41 95
e 84 80 29 86
e 29 32 92 97
e 8 47 90 75
e 28 95 59 7
e 42 39 91 51
e 8 79 22 3
e 29 86 67 77
e 16 95 43 76
e 36 7 86 53
e 63 97 31 80
e 19 23 80 49
e 87 49 25 26
e 14 75 80 48
e 59 41 8 8
e 72 37 50 77
e 62 100 95 87
e 86 44 52 19
e 91 85 58 81
e 19 87 70 31
e 3 31 89 4
e 73 37 27 75
e 12 61 1 76
e 46 14 37 74
e 97 98 59 100
e 13 75 50 48
e 62 26 45 80
e 5 67 5 61
e 50 7 17 51
e 80 3 36 69
e 91 24 100 10
e 56 45 86 8
e 79 4 76 58
e 62 4 93 64
e 39 75 55 38
e 100 8 71 67
e 4 47 52 78
e 98 36 92 39
e 38 48 39 12
e 30 33 22 3
e 72 53 80 6
e 71 28 66 6
e 29 92 54 20
e 86 8 81 53
e 7 15 3 20
e 94 65 0 20
e 3 72 41 23
e 43 77 92 56
e 67 86 68 64
e 53 38 39 79
e 47 50 49 19
e 40 77 82 24
e 10 60 76 89
e 40 85 19 16
e 96 45 86 13
e 74 50 76 100
e 100 27 42 30
e 10 57 78 86
e 96 70 31 86
e 50 5 32 3
e 86 47 100 7
e 61 5 22 1
e 47 6 9 2
e 44 53 75 94
e 38 96 68 18
e 86 29 84 40
e 54 77 0 41
e 59 16 31 93
e 45 34 2 22
e 5 76 53 67
e 59 22 59 19
e 4 7 71 15
e 33 47 44 88
e 39 51 41 92
e 89 69 23 78
e 86 8 23 83
e 40 29 20 67
e 24 14 68 22
e 41 46 20 68
e 49 34 19 74
e 6 12 47 65
e 96 34 21 93
e 53 21 0 71
e 8 70 15 28
e 92 37 94 72
e 6 14 68 1
e 15 73 52 56
e 1 45 9 78
e 9 59 27 80
e 85 21 64 80
e 45 78 28 76
e 55 28 69 48
e 84 25 66 70
e 83 39 47 66
e 15 8 5 59
e 98 21 54 65
e 99 21 8 44
e 31 89 54 41
e 100 96 92 16
e 99 32 1 99
e 76 43 92 97
e 85 19 99 71
e 42 67 48 44
e 89 75 81 32
e 91 74 58 70
e 12 99 11 30
e 40 6 94 80
e 19 62 58 2
e 99 43 21 92
e 84 38 49 17
e 9 98 72 21
e 80 97 26 46
e 86 11 16 99
e 70 73 98 2
e 1 27 43 79
e 95 88 98 91
e 37 2 56 8
e 32 27 21 88
e 63 90 0 6
e 77 97 10 41
e 47 72 47 97
e 66 41 96 50
e 33 36 50 49
e 10 11 86 36
e 7 61 9 15
e 1 14 43 91
e 1 12 1 85
e 26 46 58 22
e 34 23 34 37
e 57 22 32 49
e 61 95 98 37
e 87 38 3 79
e 94 56 6 85
e 34 17 12 6
e 10 28 76 1
e 14 5 87 86
e 100 44 84 69
e 84 6 23 80
e 26 3 3 31
e 89 63 85 57
e 19 75 3 58
e 15 94 12 58
e 26 4 53 50
e 70 85 53 27
e 61 86 61 75
e 87 20 24 61
e 38 48 68 1
e 45 92 39 58
e 17 89 6 25
e 16 27 98 28
e 89 78 92 4
e 15 66 30 79
e 86 57 96 12
e 100 11 14 3
e 57 17 53 98
e 5 63 33 64
e 97 13 86 65
e 66 39 30 32
e 48 41 99 32
e 95 92 51 3
e 68 2 3 26
e 25 32 12 51
e 22 89 77 28
e 75 22 27 3
e 44 67 36 46
e 76 53 18 87
e 60 23 70 47
e 13 39 74 38
e 17 66 25 16
e 34 5 1 94
e 76 81 23 8
e 48 20 43 46
e 81 20 3 40
e 36 57 85 15
e 87 86 75 36
e 18 63 37 4
e 60 56 83 2
e 4 33 68 47
e 62 10 55 92
e 34 41 18 5
e 89 1 65 100
e 30 43 0 77
e 88 23 40 100
e 7 44 33 3
e 79 84 51 16
e 72 34 8 28
e 61 78 70 54
e 44 88 39 81
e 80 41 8 77
e 15 4 100 27
e 50 81 81 15
e 43 2 75 73
e 3 90 48 51
e 95 59 32 74
e 9 71 100 74
e 45 20 75 83
e 26 86 76 83
e 99 47 32 98
e 8 34 82 100
e 87 79 51 47
e 36 13 75 57
e 60 76 19 73
e 26 71 96 51
e 43 61 67 47
e 18 22 72 38
e 14 32 84 33
e 51 13 12 86
e 65 43 11 16
e 6 56 81 68
e 57 94 58 86
e 97 85 82 40
e 36 6 58 21
e 31 62 44 7
e 4 59 96 35
e 18 29 41 39
e 72 79 19 42
e 27 6 85 16
e 13 14 79 13
e 3 56 97 26
e 10 84 46 34
e 4 42 16 31
e 39 70 69 27
e 91 38 20 73
e 21 82 6 87
e 61 64 6 37
e 88 4 45 65
e 42 38 29 83
e 82 93 2 27
e 15 30 39 83
e 48 85 57 82
e 53 95 6 26
e 10 23 4 79
e 17 7 17 16
e 50 39 52 56
e 32 50 70 64
e 87 10 53 56
e 16 9 95 99
e 2 92 30 12
e 10 85 11 31
e 16 32 34 83
e 79 3 50 40
e 26 14 13 7
e 68 25 65 80
e 84 77 41 43
e 59 8 78 54
